title,latitude,longitude,magnitude,date
012 km N 19° E of Dipolog City (Zamboanga Del Norte),      08.69,     123.38,    3.5,    25 Jan 2016 - 05:19 AM
006 km S 66° E of Tingloy (Batangas),      13.64,     120.92,    2.9,    25 Jan 2016 - 05:08 AM
133 km S 70° E of Jose Abad Santos (Davao Occidental),      05.47,     126.75,    3.2,    25 Jan 2016 - 04:59 AM
021 km N 46° W of Loreto (Dinagat),      10.49,     125.44,    2.9,    24 Jan 2016 - 10:53 AM
018 km N 84° E of Hernani (Eastern Samar),      11.34,     125.78,    2.7,    24 Jan 2016 - 08:21 AM
067 km S 38° E of Sarangani (Davao Occidental),      04.96,     125.84,    3.7,    24 Jan 2016 - 06:08 AM
087 km N 38° E of Jomalig (Quezon),      15.33,     122.87,    2.8,    23 Jan 2016 - 10:53 PM
012 km N 51° E of Maydolong (Eastern Samar),      11.57,     125.59,    2.6,    23 Jan 2016 - 04:50 PM
067 km S 70° E of Don Marcelino (Davao Occidental),      05.99,     126.40,    3.3,    23 Jan 2016 - 12:40 PM
182 km S 05° E of Sarangani (Davao Occidental),      03.79,     125.63,    4.2,    23 Jan 2016 - 10:08 AM
029 km N 46° E of Don Marcelino (Davao Occidental),      06.38,     125.88,    3.7,    23 Jan 2016 - 09:43 AM
005 km N 28° E of Iriga (Camarines Sur),      13.46,     123.42,    2.0,    23 Jan 2016 - 08:08 AM
032 km S 32° W of Morong (Bataan),      14.44,     120.11,    2.8,    23 Jan 2016 - 03:16 AM
004 km N 71° W of Sigay (Ilocos Sur),      17.06,     120.54,    1.9,    23 Jan 2016 - 03:15 AM
016 km N 80° E of Gonzaga (Cagayan),      18.29,     122.14,    2.7,    23 Jan 2016 - 02:50 AM
063 km N 86° E of Dolores (Eastern Samar),      12.08,     126.06,    3.1,    23 Jan 2016 - 02:32 AM
027 km S 11° E of San Juan (Batangas),      13.59,     121.45,    2.5,    23 Jan 2016 - 12:50 AM
033 km N 81° E of Sulat (Eastern Samar),      11.86,     125.75,    3.6,    22 Jan 2016 - 10:20 PM
007 km N 83° W of Puerto Galera (Oriental Mindoro),      13.51,     120.89,    1.7,    22 Jan 2016 - 09:14 PM
009 km S 63° W of Calatagan (Batangas),      13.80,     120.56,    2.3,    22 Jan 2016 - 04:57 AM
255 km S 40° E of Sarangani (Davao Occidental),      03.68,     126.96,    4.9,    22 Jan 2016 - 04:23 AM
005 km N 28° E of Kananga (Leyte),      11.22,     124.58,    4.2,    22 Jan 2016 - 01:31 AM
077 km N 56° E of Jomalig (Quezon),      15.11,     122.96,    4.2,    22 Jan 2016 - 12:36 AM
037 km N 82° E of Bacacay (Albay),      13.33,     124.11,    3.1,    21 Jan 2016 - 11:29 PM
012 km S 53° W of Jaro (Leyte),      11.12,     124.70,    3.5,    21 Jan 2016 - 09:47 PM
005 km N 84° W of Jaro (Leyte),      11.19,     124.74,    3.4,    21 Jan 2016 - 09:42 PM
029 km S 16° E of Baler (Aurora),      15.51,     121.64,    2.0,    21 Jan 2016 - 09:14 AM
032 km S 38° W of Pitogo (Sugbay) (Zamboanga Del Sur),      07.21,     123.14,    3.4,    21 Jan 2016 - 09:12 AM
049 km S 35° W of Morong (Bataan),      14.32,     120.00,    2.0,    21 Jan 2016 - 08:26 AM
022 km S 64° W of San Antonio (Zambales),      14.86,     119.90,    2.3,    20 Jan 2016 - 06:12 PM
012 km S 14° E of Palanan (Isabela),      16.95,     122.47,    2.7,    20 Jan 2016 - 05:55 PM
003 km S 28° E of Anini-y (Antique),      10.40,     121.94,    2.9,    20 Jan 2016 - 03:41 PM
023 km N 83° E of Bolinao (Pangasinan),      16.42,     120.10,    3.1,    20 Jan 2016 - 03:01 PM
030 km S 39° E of Mati (Davao Oriental),      06.74,     126.39,    2.7,    20 Jan 2016 - 12:52 PM
013 km S 59° E of Manay (Davao Oriental),      07.03,     126.68,    2.4,    20 Jan 2016 - 08:35 AM
174 km S 82° W of Itbayat  (Batanes),      20.57,     120.19,    3.4,    20 Jan 2016 - 02:50 AM
033 km S 32° E of Tabina  (Zamboanga Del Sur),      07.20,     123.58,    3.5,    20 Jan 2016 - 12:59 AM
054 km S 36° E of Gonzaga  (Cagayan),      17.87,     122.30,    2.8,    20 Jan 2016 - 12:49 AM
008 km S 73° E of Bayugan City (Agusan Del Sur),      08.69,     125.82,    3.5,    19 Jan 2016 - 10:46 AM
005 km S 80° E of San Benito (Surigao Del Norte),      09.95,     126.05,    3.4,    19 Jan 2016 - 10:05 AM
020 km S 88° E of Bayugan City (Agusan Del Sur),      08.71,     125.94,    3.5,    19 Jan 2016 - 09:36 AM
060 km N 23° W of Agutaya (Palawan),      11.65,     120.73,    1.9,    18 Jan 2016 - 10:12 PM
083 km S 67° E of Guiuan (Eastern Samar),      10.74,     126.42,    3.0,    18 Jan 2016 - 03:54 PM
370 km S 32° E of Sarangani (Davao Occidental),      02.60,     127.24,    3.9,    18 Jan 2016 - 12:53 AM
127 km N 84° E of Guiuan (Eastern Samar),      11.15,     126.88,    3.7,    17 Jan 2016 - 08:27 PM
124 km N 53° E of Bagamonoc (Catadauanes),      14.62,     125.20,    3.4,    17 Jan 2016 - 08:09 PM
014 km N 49° E of Abra De Ilog (Occidental Mindoro),      13.53,     120.83,    2.0,    17 Jan 2016 - 06:45 PM
034 km S 05° E of Looc (Occidental Mindoro),      13.42,     120.28,    2.0,    17 Jan 2016 - 06:16 PM
159 km S 46° E of Governor Generoso (Davao Oriental),      05.65,     127.10,    3.3,    17 Jan 2016 - 05:56 PM
001 km N of Looc (Occidental Mindoro),      13.73,     120.25,    2.1,    17 Jan 2016 - 09:13 AM
005 km S 62° W of Nueva Era (Ilocos Norte),      17.90,     120.64,    2.8,    17 Jan 2016 - 04:29 AM
082 km S 71° E of Tandag (Surigao Del Sur),      08.85,     126.92,    3.5,    17 Jan 2016 - 03:56 AM
007 km N 66° W of Mariveles (Bataan),      14.46,     120.43,    2.0,    16 Jan 2016 - 10:58 PM
004 km N 29° S of Aloguinsan (Cebu),      10.19,     123.57,    2.4,    16 Jan 2016 - 10:48 PM
011 km N 03° E of Ambaguio (Nueva Vizcaya),      16.61,     121.01,    2.4,    16 Jan 2016 - 07:27 PM
006 km S 63° E of Balungao (Pangasinan),      15.88,     120.72,    2.7,    16 Jan 2016 - 04:53 PM
005 km S 61° E of Lagawe (Ifugao),      16.78,     121.17,    2.9,    16 Jan 2016 - 11:53 AM
002 km N 36° W of Burgos (Surigao del Sur),      10.04,     126.06,    3.0,    16 Jan 2016 - 11:23 AM
021 km N 25° W of Sipalay (Negros Occidental),      09.94,     122.33,    3.4,    16 Jan 2016 - 10:36 AM
023 km S 66° W of Santa Cruz (Zambales),      15.68,     119.71,    2.7,    16 Jan 2016 - 06:29 AM
021 km N 24° E of Rapu-rapu (Albay),      13.36,     124.21,    3.3,    15 Jan 2016 - 11:43 PM
009 km S 68° W of Sanchez-mira (Cagayan),      18.53,     121.16,    2.4,    15 Jan 2016 - 11:30 PM
020 km N 20° W of Abra De Ilog (Occidental Mindoro),      13.62,     120.67,    3.7,    15 Jan 2016 - 10:12 PM
003 km N 04° E of Pugo (La Union),      16.34,     120.47,    3.6,    15 Jan 2016 - 09:47 PM
017 km N 86° W of Nasugbu (Batangas),      14.09,     120.46,    2.8,    15 Jan 2016 - 09:04 PM
035 km S 05° E of Kiamba (Sarangani),      05.68,     124.65,    3.6,    15 Jan 2016 - 06:19 PM
006 km N 84° W of Puerto Galera (Oriental Mindoro),      13.51,     120.90,    2.3,    15 Jan 2016 - 05:45 PM
019 km S 36° E of Looc (Occidental Mindoro),      13.59,     120.35,    1.7,    15 Jan 2016 - 01:50 PM
012 km N 71° W of Boac (Marinduque),      13.48,     121.73,    2.4,    15 Jan 2016 - 12:38 PM
035 km S 79° E of Jose Abad Santos (Davao Occidental),      05.82,     125.93,    3.1,    15 Jan 2016 - 03:33 AM
013 km S 46° E of  Can-Avid (Eastern Samar),      11.92,     125.54,    2.7,    15 Jan 2016 - 02:42 AM
004 km S 72° E of  Burgos (Surigao del Norte),      10.01,     126.10,    3.6,    14 Jan 2016 - 11:52 PM
037 km S 37° E of  General Luna (Surigao del Norte),      09.52,     126.36,    5.5,    14 Jan 2016 - 09:14 PM
015 km S 75° W of  Santa Cruz (Ilocos Sur),      17.05,     120.31,    2.4,    14 Jan 2016 - 01:58 PM
072 km S 54° E of  Jose Abad Santos (Davao Occidental), 05.51,     126.14,4.5,    14 Jan 2016 - 01:55 PM
019 km N 79° W of  San Fernando (Capital) (La Union),      16.65,     120.14,    2.6,    14 Jan 2016 - 11:06 AM
256 km S 59° E of  Sarangani (Davao Occidental),      04.23, 127.45,4,    14 Jan 2016 - 08:10 AM
007 km S 02° W of  Iriga City (Camarines Sur),      13.33, 123.36,3.2,    14 Jan 2016 - 04:46 AM
113 km S 85° E of  Sarangani (Davao Occidental),      05.35,     126.49,3.2,    14 Jan 2016 - 12:47 AM
013 km S 84° W of  Dinagat (Dinagat),      09.95,     125.47,2.8,    13 Jan 2016 - 10:23 PM
012 km S 35° E of  Burgos (Ilocos Norte),      18.43,     120.71,3.1,    13 Jan 2016 - 10:03 PM
018 km S 71° E of  Hernani (Eastern Samar),      11.27,     125.78,3,    13 Jan 2016 - 05:35 PM
043 km N 84° E of  San Policarpo (Eastern Samar),      12.22,     125.90,     4.8,    13 Jan 2016 - 03:52 PM
023 km N 02° W of  Sarangani (Davao Occidental ),      05.65,     125.47,     4.2,    13 Jan 2016 - 03:48 PM
016 km S 06° W of  Calatagan (Batangas),      13.69,     120.62,     3.5,    13 Jan 2016 - 09:06 AM
295 km S 28° E of  Sarangani (Davao Occidental ),      03.08,     126.73,     4.2,    13 Jan 2016 - 05:08 AM
010 km N 68° W of  Abra De Ilog (Occidental Mindoro),      13.48,     120.65,     2.1,    13 Jan 2016 - 02:02 AM
292 km S 33° E of  Sarangani (Davao Occidental),      03.15,     126.94,     4.8,    12 Jan 2016 - 08:27 PM
002 km N 52° E of  Burgos (Surigao Del Norte),      10.03,     126.09,     2.6,    12 Jan 2016 - 06:55 PM
029 km N 65° W of Laoag City (Ilocos Norte),      18.31,     120.34,     3.0,    12 Jan 2016 - 01:51 PM
280 km S 26° E of Sarangani (Davao Occidental),      02.99,     126.61,     4.6,    12 Jan 2016 - 05:20 AM
001 km S 09° W of Dagupan City (Pangasinan),      16.03,     120.33,     2.6,    12 Jan 2016 - 04:24 AM
301 km S 47° E of Sarangani (Davao Occidental),      03.59,     127.47,     4.7,    12 Jan 2016 - 03:14 AM
269 km S 36° E of Sarangani (Davao Occidental),      03.46,     126.89,     4.8,    12 Jan 2016 - 01:01 AM
313 km S 42° E of Sarangani (Davao Occidental),      03.33,     127.36,     6.4,    12 Jan 2016 - 12:37 AM
056 km N 55° E of Jomalig (Quezon),      15.01,     122.80,     2.2,    11 Jan 2016 - 08:54 PM
007 km S 55° W of Tingloy (Batangas),      13.62,     120.81,     2.0,    11 Jan 2016 - 08:11 PM
009 km S 01° W of Hinoba-an (Negros Occidental),      09.47,     122.50,     2.9,    11 Jan 2016 - 12:37 PM
258 km S 50° E of Jose Abad Santos (Davao Occidental),      04.37,     127.39,     4.8,    10 Jan 2016 - 08:45 PM
001 km S 82° W of Currimao (Ilocos Norte),      18.02,     120.46,     2.9,    10 Jan 2016 - 02:16 PM
003 km N 42° E of Paoay (Ilocos Norte),      18.08,     120.54,     3.1,    10 Jan 2016 - 02:59 AM
011 km N 01° W of Alamada (North Cotabato),      07.46,     124.61,     2.6,    10 Jan 2016 - 02:04 AM
018 km N 43° E of Santiago (Agusan del Norte),      09.39,     125.67,     2.6,    10 Jan 2016 - 01:03 AM
023 km N 26° W of San Miguel (Surigao del Sur),      09.13,     125.95,     1.9,    09 Jan 2016 - 11:23 PM
013 km N 46° W of Malalag (Davao del Sur),      06.67,     125.33,     2.9,    09 Jan 2016 - 09:55 PM
013 km S 10° W of Calatagan (Batangas),      13.72,     120.61,     3.1,    09 Jan 2016 - 05:27 AM
186 km S 49° W of  Saranggani (Davao Occidental),      04.34,     124.20,     3.3,    08 Jan 2016 - 03:40 PM
121 km N 81° E of  Guiuan (Eastern Samar),      11.21,     126.82,     3.3,    08 Jan 2016 - 03:05 PM
002 km S 34° E of  Burgos (Surigao del Norte),      10.00,     126.08,     3.1,    08 Jan 2016 - 12:40 PM
069 km S 89° E of  General Luna (Surigao del Norte),      09.77,     126.78,     2.7,    08 Jan 2016 - 11:48 AM
053 km S 31° W of  Maasin (Sarangani),      05.45,     124.76,     4.4,    08 Jan 2016 - 05:37 AM
016 km N 47° W of  San Benito (Surigao del Norte),      10.06,     125.90,     3.4,    07 Jan 2016 - 10:13 PM
021 km N 48° E of  Burgos (Surigao del Norte),      10.15,     126.21,     3.9,    07 Jan 2016 - 09:00 PM
008 km N 10° W of  Burgos (Surigao del Norte),      10.09,     126.06,     2.7,    07 Jan 2016 - 04:46 PM
033 km S 61° E of  Anini-y (Antique),      10.29,     122.19,     2.7,    07 Jan 2016 - 02:46 PM
022  km N 11° W of  Santa Praxedes (Cagayan),      18.76,     120.91,     3.4,    07 Jan 2016 - 07:51 AM
024 km N 71° E of  Burgos (Surigao Del Norte),      10.09,     126.28,     3.8,    07 Jan 2016 - 06:18 AM
037 km S 06° W of  San Joaquin (Iloilo),      10.25,     122.11,     3.7,    07 Jan 2016 - 02:16 AM
026 km S 62° E of  Burgos (Surigao del Norte),      09.91,     126.28,     2.9,    06 Jan 2016 - 09:32 PM
010 km N 27° E of  Burgos (Surigao del Norte),      10.10,     126.11,     3.9,    06 Jan 2016 - 07:13 PM
023 km N 46° E of  Butuan City,      09.09,     125.70,     3.3,    06 Jan 2016 - 04:34 PM
017 km N 76° E of Burgos (Surigao Del Norte),      10.06,     126.23,     3.1,    06 Jan 2016 - 05:31 AM
035 km N 66° E of Burgos (Surigao del Norte),      10.15,     126.37,     5.2,    06 Jan 2016 - 04:36 AM
036 km N 61° E of Burgos (Surigao del Norte),      10.18,     126.36,     4.2,    06 Jan 2016 - 04:31 AM
079 km S 29° E of Tarragona (Davao Oriental),      06.43,     126.80,     3.8,    06 Jan 2016 - 03:18 AM
037 km N 23° E of Hernani (Eastern Samar),      11.62,     125.76,     2.1,    06 Jan 2016 - 01:30 AM
030 km N 23° E of Hernani (Eastern Samar),      11.57,     125.73,     2.3,    06 Jan 2016 - 01:29 AM
028 km N 01° E of Claveria (Cagayan),      18.86,     121.08,     3.8,    06 Jan 2016 - 01:29 AM
037 km N 30° E of Hernani (Eastern Samar),      11.61,     125.79,     2.0,    06 Jan 2016 - 01:27 AM
039 km N 45° E of Hernani (Eastern Samar),      11.57,     125.87,     2.4,    06 Jan 2016 - 01:26 AM
033 km N 45° E of Baganga (Davao Oriental),      07.79,     126.77,     2.9,    05 Jan 2016 - 11:50 PM
024 km S 07° E of Kiamba (Sarangani),      05.78,     124.65,     3.1,    05 Jan 2016 - 10:33 PM
015 km S 05° W of Itogon (Benguet),      16.24,     120.64,     2.1,    05 Jan 2016 - 08:59 PM
017 km N 88° E of Glan (Sarangani),      05.83,     125.34,     3.0,    05 Jan 2016 - 08:58 PM
063 km S 82° E of Don Marcelino (Davao Occidental),      06.12,     126.26,     2.5,    05 Jan 2016 - 06:51 PM
005 km N 18° E of Balilihan (Bohol),      09.80,     123.98,     3.0,    05 Jan 2016 - 05:41 PM
030 km S 59° W of Itbayat (Batanes),      20.66,     121.60,     2.8,    05 Jan 2016 - 12:27 PM
075 km N 55° W of Itbayat (Batanes),      21.17,     121.23,     4.6,    05 Jan 2016 - 01:20 AM
017 km S 27° E of Looc (Occidental Mindoro),      13.59,     120.32,     3.0,    05 Jan 2016 - 12:34 AM
060 km S 18° E of Governor Generoso (Davao Oriental),      06.13,     126.25,     3.0,    04 Jan 2016 - 10:49 PM
039 km S 62° W of Calayan (Cagayan),      19.11,     121.14,     5.0,    04 Jan 2016 - 10:36 PM
009 km N 11° W of Sipalay (Negros Occidental),      09.84,     122.39,     2.2,    04 Jan 2016 - 10:23 PM
052 km S 75° E of Baler (Aurora),      15.64,     122.03,     3.0,    04 Jan 2016 - 10:17 PM
015 km N 6° E of Looc (Occidental Mindoro),      13.86,     120.27,     2.4,    04 Jan 2016 - 07:09 PM
039 km N 85° W of Candon City (Ilocos Sur),      17.22,     120.08,     3.3,    03 Jan 2016 - 11:14 PM
203 km S 49° E of Sarangani (Davao Occidental),      04.23,     126.85,     3.7,    03 Jan 2016 - 10:32 PM
096 km S 55° W of Lubang (Occidental Mindoro),      13.36,     119.39,     3.7,    03 Jan 2016 - 09:24 PM
002 km S 49° W of Kabugao (Apayao),      18.02,     121.17,     2.6,    03 Jan 2016 - 08:54 PM
062 km N 84° E of Don Marcelino (Davao Occidental),      06.26,     126.25,     3.8,    03 Jan 2016 - 03:52 PM
030 km S 04° E of Nasugbu (Batangas),      13.81,     120.64,     2.2,    03 Jan 2016 - 06:46 AM
113 km N 44° W of Burgos (Ilocos Norte),      19.25,     119.91,     3.7,    03 Jan 2016 - 04:14 AM
012 km N 05° E of Hernani (Eastern Samar),      11.43,     125.63,     2.9,    02 Jan 2016 - 11:24 PM
034 km N 51° W of Sarangani (Davao Occidental),      05.63,     125.23,     3.1,    02 Jan 2016 - 10:15 PM
010 km N 83° W of Nasugbu (Batangas),      14.09,     120.53,     3.0,    02 Jan 2016 - 02:44 PM
085 km S 73° E of Dolores (Eastern Samar),      11.82,     126.23,     3.2,    02 Jan 2016 - 02:12 AM
040 km N 86° W of Cauayan (Isabela),      16.97,     121.40,     2.3,    01 Jan 2016 - 11:51 PM
024 km S 50° W of Iba (Zambales),      15.19,     119.80,     3.2,    01 Jan 2016 - 11:46 PM
004 km S 44° W of Cagwait (Surigao del Sur),      08.89,     126.28,     3.0,    01 Jan 2016 - 08:27 PM
018 km S 81° W of San Esteban (Ilocos Sur),      17.30,     120.27,     2.9,    01 Jan 2016 - 03:01 PM
005 km S 42° W of Surigao City,      09.76,     125.46,     2.4,    01 Jan 2016 - 01:24 PM
054 km N 42° E of Paracale (Camarines Norte),      14.65,     123.12,     3.3,    01 Jan 2016 - 05:06 AM
015 km N 87° W of San Esteban (Ilocos Sur),      17.34,     120.30,     3.0,    01 Jan 2016 - 12:40 AM
