title,latitude,longitude,magnitude,date
022 km N 86° W of Agoo (La Union),16.34,120.16,2.2,17 May 2016 - 01:07 AM
007 km S 72° W of Penablanca (Cagayan),17.67,121.75,2,17 May 2016 - 12:56 AM
028 km N 89° E of Prieto Diaz (Sorsogon),13.06,124.45,3.9,16 May 2016 - 10:20 PM
035 km N 16° E of Sanchez-mira (Cagayan),18.87,121.33,3.2,16 May 2016 - 09:29 PM
085 km S 69° W of Paluan (Occidental Mindoro),13.14,119.73,3.6,16 May 2016 - 03:01 PM
013 km N 52° E of  Cortes (Surigao Del Sur),9.35,126.29,2.6,16 May 2016 - 07:17 AM
022 km S 79° W of  Nasugbu (Batangas),14.04,120.42,2.1,16 May 2016 - 06:28 AM
020 km N 78° W of  Maasin (Southern Leyte),10.17,124.66,1.7,16 May 2016 - 06:13 AM
287 km S 38° E of  Kalingalan Caluang (Sulu),3.87,122.87,3.9,16 May 2016 - 04:10 AM
013 km N 42° E of  Pozzorubio (Pangasinan),16.2,120.63,2,16 May 2016 - 02:45 AM
004 km S 69° W of  San Antonio (Zambales),14.94,120.06,2.1,16 May 2016 - 02:24 AM
064 km N 84° W of  Sabtang (Batanes),20.4,121.27,2.4,16 May 2016 - 02:22 AM
011 km N 46° E of  Bokod (Benguet),16.52,120.79,2,16 May 2016 - 02:04 AM
024 km N 28° W of  Bolinao (Pangasinan),16.58,119.79,2,16 May 2016 - 01:43 AM
028 km S 01° W of  Calayan (Cagayan),19.03,121.46,2.5,16 May 2016 - 01:19 AM
082 km N 39° W of  Calayan (Cagayan),19.86,120.97,2.5,16 May 2016 - 12:14 AM
022 km N 88° W of  Agoo (La Union),16.33,120.16,2.7,15 May 2016 - 10:08 PM
030 km N 88° E of  Anda (Bohol),9.75,124.84,2.4,15 May 2016 - 10:04 PM
005 km N 12° E of  Burgos (Ilocos Norte),18.55,120.65,2.2,15 May 2016 - 06:17 PM
028 km S 75° W of  Bayugan City (Agusan Del Norte),8.65,125.51,2.3,15 May 2016 - 05:50 PM
037 km S 44° W of  Calayan (Cagayan),19.04,121.21,2.6,15 May 2016 - 02:14 AM
213 km S 49° E of Governor Generoso (Davao Oriental),5.38,127.52,4.1,14 May 2016 - 04:43 AM
021 km S 68° W of Aglipay (Quirino),16.4,121.49,2,14 May 2016 - 01:15 AM
017 km N 37° E of Burgos (Surigao del Norte),10.11,126.16,4.1,13 May 2016 - 11:13 PM
215 km S 68° E of Jose Abad Santos (Davao Occidental),5.15,127.42,4.8,13 May 2016 - 06:03 PM
011 km S 37° Eof Cortes (Surigao del Sur),9.19,126.25,3.1,13 May 2016 - 01:45 PM
077 km N 41° E of Divilican (Isabela),17.86,122.78,2,13 May 2016 - 01:11 PM
032 km N 02° E of Catbalogan (Samar),12.03,124.88,4.7,13 May 2016 - 08:07 AM
090 km N 44° E of Jomalig (Quezon),15.29,122.95,3.2,13 May 2016 - 04:37 AM
007 km S 11° E of Abra de Ilog (Occidental Mindoro),13.38,120.74,3,12 May 2016 - 11:03 PM
125 km S 58° E of Sarangani (Davao Occidental),4.84,126.42,4.2,12 May 2016 - 10:10 PM
155 km S 57° E of Sarangani (Davao Occidental),4.93,126.81,4.9,12 May 2016 - 06:03 PM
005 km N 28° E of Mamburao (Occidental Mindoro),13.27,120.62,2.9,12 May 2016 - 03:11 AM
035 km N 75° W of Nasugbu (Batangas),14.16,120.31,3.3,12 May 2016 - 01:38 AM
059 km S 24° W of Sabtang (Batanes),19.85,121.65,2.7,12 May 2016 - 01:24 AM
043 km S 68° W of Itbayat (Batanes),20.65,121.46,3,12 May 2016 - 12:50 AM
017 km S 63° E of Malapatan (Saranggani),5.9,125.42,3.4,11 May 2016 - 08:38 AM
006 km S 83° E of Jabonga (Agusan del Norte),9.34,125.57,3.3,11 May 2016 - 05:21 AM
033 km S 17° W of Governor Generoso (Davao Oriental),6.36,125.99,2.4,11 May 2016 - 04:43 AM
015 km S 70° E of Anda (Pangasinan),16.24,120.08,2,11 May 2016 - 04:36 AM
027 km N 53° W of Burgos (Ilocos Norte),18.66,120.44,2.9,11 May 2016 - 12:46 AM
011 km N 36° W of Tingloy (Batangas),13.74,120.81,2.3,11 May 2016 - 12:09 AM
068 km N 34° E of Panukulan (Quezon),15.44,122.16,3.3,10 May 2016 - 11:30 PM
041 km S 81° W of Santa Cruz (Zambales),15.71,119.54,2.5,10 May 2016 - 11:16 PM
041 km S 80° W of Lubang (Occidental Mindoro),13.79,119.75,2.7,10 May 2016 - 11:07 PM
021 km N 80° W of Calatagan (Batangas),13.86,120.44,2.2,10 May 2016 - 02:00 PM
003 km S 12° E of Talibon (Bohol),10.13,124.33,1.6,10 May 2016 - 11:10 AM
051 km N 18° W of Bolinao (Pangasinan),16.83,119.75,2,10 May 2016 - 07:44 AM
024 km N 05° E of Pagudpud (Ilocos Norte),18.79,120.81,3.1,10 May 2016 - 05:54 AM
010 km S 68° W of Sindangan (Zamboanga Del Norte),8.2,122.91,2.6,10 May 2016 - 01:21 AM
011 km N 87° W of Baliguian (Zamboanga Del Norte),7.82,122.05,2.8,10 May 2016 - 12:44 AM
114 km N 79° E of Sarangani (Davao Occidental),5.63,125.48,3.1,09 May 2016 - 11:44 PM
008 km N 04° W of Cateel (Davao Oriental),7.87,126.45,3.7,09 May 2016 - 03:39 PM
011 km S 49° E of Malaybalay (Bukidnon),8.09,125.16,3.4,09 May 2016 - 09:41 AM
043 km N 06° E of Pagudpud (Ilocos Norte),18.96,120.84,2.5,09 May 2016 - 05:58 AM
078 km N 84° W of Palauig (Zambales),15.51,119.18,2.9,09 May 2016 - 04:43 AM
009 km N 60° W of Candelaria (Zambales),15.67,119.86,2.6,09 May 2016 - 03:32 AM
080 km S 50° W of Hinoba-an (Negros Occidental),9.09,121.94,3.1,09 May 2016 - 03:15 AM
037 km S 51° W of Calayan (Cagayan),19.07,121.19,3.2,09 May 2016 - 01:51 AM
018 km N 35° W of Almeria (Biliran),11.76,124.29,2.9,09 May 2016 - 01:44 AM
005 km S 47° W of Alaminos City (Pangasinan),16.12,119.94,2.7,09 May 2016 - 01:17 AM
017 km N 25° E of Cabadbaran (Agusan Del Norte),9.26,125.61,3.1,09 May 2016 - 01:03 AM
003 km N 60° W of Tingloy (Batangas),13.67,120.85,2.7,09 May 2016 - 12:08 AM
016 km S 32° E of Adams (Ilocos Norte),18.34,120.83,2,08 May 2016 - 09:13 PM
018 km S 25° E of General Luna (Surigao Del Norte),9.63,126.23,2.4,08 May 2016 - 06:51 PM
106 km S 60° E of Sarangani (Davao Occidental),4.96,126.3,3.9,08 May 2016 - 02:58 PM
006 km N 48° E of Sergio Osmeña Sr (Zamboanga del Norte),8.33,123.33,2,08 May 2016 - 09:36 AM
029 km S 62° W of Calayan (Cagayan),19.16,121.22,3,08 May 2016 - 04:06 AM
018 km N 37° E of Bayabas (Surigao del Sur),9.1,126.38,2.9,08 May 2016 - 01:39 AM
004 km S 72° E of Malibcong (Abra),17.56,121.03,3.5,07 May 2016 - 09:19 PM
007 km N 59° E of Malibcong (Abra),17.6,120.94,2.8,07 May 2016 - 09:17 PM
042 km N 72° E of Hernani (Eastern Samar),11.44,125.99,2.9,07 May 2016 - 07:29 PM
034 km N 70° E of Hernani (Eastern Samar),11.43,125.91,2.8,07 May 2016 - 07:22 PM
010 km N 16° W of Santa Praxedes (Cagayan),18.64,120.92,2.5,07 May 2016 - 05:57 PM
006 km S 57° W of Compostela (Compostela Valley),7.64,126.04,3.1,07 May 2016 - 04:08 PM
003 km N 04° W of Luna (La Union),16.88,120.37,2.7,07 May 2016 - 12:55 PM
014 km S 38° E of General Luna (Surigao Del Norte),9.68,126.24,2.6,07 May 2016 - 09:35 AM
021 km S 52° W of Calayan (Cagayan),19.16,121.31,2.6,07 May 2016 - 07:06 AM
011 km S 38° E of San Isidro (Agusan Del Sur),7.98,126.2,2.4,07 May 2016 - 06:31 AM
009 km S 46° E of Pantar (Lanao Del Norte),7.96,124.23,3,07 May 2016 - 05:57 AM
015 km S 77° W of Burgos (Ilocos Sur),17.3,120.36,2.8,06 May 2016 - 07:08 PM
079 km S 54° W of Hinoba-an (Negros Occidental),9.14,121.91,2.5,06 May 2016 - 06:35 PM
023 km S 19° W of Calayan (Cagayan),19.08,121.39,2.1,06 May 2016 - 05:54 PM
134 km N 30° W of Burgos (Ilocos Norte),19.56,120,4.3,06 May 2016 - 02:40 PM
224 km S 34° E of Governor Generoso (Davao Oriental),4.96,127.19,3.8,06 May 2016 - 12:23 PM
018 km S 07° E of Alcoy (Cebu),9.55,123.52,2.7,05 May 2016 - 05:49 PM
337 km S 25° E of Sarangani (Davao Occidental),2.66,126.73,4.4,05 May 2016 - 04:38 PM
034 km S 15° W of Sabtang (Batanes),20.07,121.81,4.5,05 May 2016 - 04:21 PM
030 km S 12° W of Sabtang (Batanes),20.07,121.81,3.4,05 May 2016 - 10:59 AM
027 km N 78° E of Manay (Davao Oriental),7.26,126.78,2.9,05 May 2016 - 08:56 AM
081 km N 14° E of Jomalig (Quezon),15.42,122.55,3.4,05 May 2016 - 06:48 AM
055 km N 75° E of Bayabas (Surigao Del Sur),9.1,126.77,2.7,04 May 2016 - 11:05 PM
016 km S 79° E of Santa Cruz (Zambales),15.74,120.06,2,04 May 2016 - 07:18 PM
039 km N 80° W of Luna (La Union),16.92,120.02,2,04 May 2016 - 07:08 PM
015 km N 63° E of Nabunturan (Compostela Valley),7.67,126.08,4.2,04 May 2016 - 05:56 PM
013 km N 68° W of Sagada (Mountain Province),17.13,120.78,2.2,04 May 2016 - 12:00 PM
010 km S 80° E of Bayabas (Surigao Del Sur),8.95,126.38,3.5,04 May 2016 - 10:25 AM
033 km N 02° E of Bolinao (Pangasinan),16.69,119.9,1.5,04 May 2016 - 10:25 AM
050 km N 50° E of Jomalig (Quezon),15.01,122.73,3.2,04 May 2016 - 05:26 AM
136 km S 40° E of Governor Generoso (Davao Oriental),5.71,126.87,3,04 May 2016 - 01:38 AM
014 km N 88° W of Santa Fe (Nueva Vizcaya),16.16,120.81,2.3,03 May 2016 - 11:37 PM
004 km N 17° W of Bacnotan (La Union),16.76,120.34,2.7,03 May 2016 - 11:14 PM
017 km S 77° W of Kayapa (Nueva Vizcaya),16.33,120.75,2,03 May 2016 - 11:08 PM
008 km S 78° W of Sante Fe (Nueva Vizcaya),16.14,120.87,2.2,03 May 2016 - 10:29 PM
011 km S 84° E of Infanta (Pangasinan),15.82,120.01,2.3,03 May 2016 - 09:27 PM
011 km N 73° W of Santa Fe (Nueva Vizcaya),16.19,120.84,2.6,03 May 2016 - 09:23 PM
006 km S 52° W of Kayapa (Nueva Vizcaya),16.33,120.86,2.2,03 May 2016 - 09:03 PM
006 km N 55° E of San Nicolas (Pangasinan),16.1,120.8,2.3,03 May 2016 - 06:52 PM
028 km S 50° W of Claveria (Masbate),12.74,123.06,2.7,03 May 2016 - 05:12 PM
012 km S 68° W of Loon (Bohol),9.76,123.7,2.7,03 May 2016 - 09:52 AM
014 km N 74° W of Panglao (Bohol),9.62,123.63,2,03 May 2016 - 07:53 AM
091 km N 35° W of Labason (Zamboanga del Norte),8.74,122.04,3.5,03 May 2016 - 07:30 AM
028 km S 59° W of Claveria (Masbate),12.77,123.03,3.7,03 May 2016 - 06:16 AM
003 km S 55° W of Mankayan (Benguet),16.84,120.77,2.3,03 May 2016 - 12:57 AM
020 km S 90° W of General Luna (Surigao Del Norte),9.78,125.97,2.4,02 May 2016 - 08:56 AM
049 km S 49° W of Hinoba-an (Negros Occidental),9.26,122.16,3.3,02 May 2016 - 05:39 AM
015 km S 60° E of Daguioman (Abra),17.38,120.05,2.4,02 May 2016 - 04:43 AM
037 km N 19° E of Lubang Occidental Mindoro),14.17,120.27,3.2,02 May 2016 - 03:52 AM
033 km N 16° E of Lubang Occidental Mindoro),14.14,120.2,3.7,02 May 2016 - 03:29 AM
006 km S 79° E of San Julian (Eastern Samar),11.74,125.51,3.2,01 May 2016 - 11:25 PM
012 km S 77° E of Amulung (Cagayan),17.81,121.83,2.9,01 May 2016 - 10:59 PM
060 km N 16° W of Bolinao (Pangasinan),16.91,119.74,2.8,01 May 2016 - 09:11 PM
125 km N 51° E of Gigmoto (Cataduanes),14.49,125.29,2.8,01 May 2016 - 09:08 PM
076 km N 54° E of Jomalig (Quezon),15.12,122.95,3.8,01 May 2016 - 06:21 PM
016 km N 84° E of New Bataan (Compostella Valley),7.63,126.24,3.7,01 May 2016 - 03:22 PM
095 km S 75° W of Santa Cruz (Zambales),15.55,119.07,3.4,01 May 2016 - 02:09 PM
005 km S 26° E of Naval (Biliran),11.53,124.41,3.4,01 May 2016 - 01:50 PM
026 km S 12° E of Dinalungan (Aurora),15.91,122.01,2.8,01 May 2016 - 01:20 PM
092 km S 67° W of San Antonio (Zambales),14.6,119.24,3.2,01 May 2016 - 02:58 AM
036 km N 46° W of Calayan (Cagayan),19.51,121.22,3.5,30 Apr 2016 - 05:46 PM
023 km S 27° E of Dinalungan (Aurora),15.95,122.05,2.7,30 Apr 2016 - 04:17 PM
011 km N 14° E of Masbate (Masbate),12.48,123.64,3.5,30 Apr 2016 - 03:43 PM
053 km N 83° W of Looc  (Occidental Mindoro),13.82,119.73,2.4,30 Apr 2016 - 12:14 PM
025 km S 26° E of Dinalungan (Aurora),15.93,122.06,3.3,30 Apr 2016 - 11:49 AM
119 km N 75° W of Santa Catalina (Ilocos Sur),17.87,119.28,2.8,30 Apr 2016 - 10:17 AM
021 km N 46° E of Paluan (Occidental Mindoro),13.55,120.61,2.4,30 Apr 2016 - 09:08 AM
021 km S 11° E of Dinalungan (Aurora),15.95,121.99,2.1,30 Apr 2016 - 07:53 AM
017 km N 12° W of Santo Tomas (Davao Del Norte),7.59,125.59,2.4,30 Apr 2016 - 07:34 AM
029 km S 81° W of Santo Tomas (Davao Del Norte),7.39,125.36,2.4,30 Apr 2016 - 06:18 AM
017 km N 58° W of Abra de Ilog (Occidental Mindoro),13.53,120.6,3.2,30 Apr 2016 - 02:50 AM
026 km S 23° E of Dinalungan (Aurora),15.93,122.05,3.2,30 Apr 2016 - 02:23 AM
009 km N 61° E of Mati (Davao Oriental),6.99,126.29,2.6,29 Apr 2016 - 09:39 PM
036 km N 73° W of Nasugbu (Batangas),14.18,120.31,1.7,29 Apr 2016 - 06:57 PM
023 km S 23° E of Dinalungan (Aurora),15.95,122.04,2.9,29 Apr 2016 - 05:10 PM
013 km N 07° E of Burgos (Surigao Del Norte),10.14,126.09,2.8,29 Apr 2016 - 01:54 PM
021 km N 73° E of Tineg (Abra),17.82,121.12,2.9,29 Apr 2016 - 01:36 PM
022 km N 89° W of Nasugbu (Batangas),14.08,120.42,3.4,29 Apr 2016 - 05:49 AM
046 km S 73° E of General Luna (Surigao Del Norte),9.66,126.56,3.4,29 Apr 2016 - 03:34 AM
032 km N 08° E of Bolinao (Pangasinan),16.67,119.93,2.5,28 Apr 2016 - 10:21 PM
001 km S 62° W of Marihatag (Surigao del Sur),8.8,126.29,4.4,28 Apr 2016 - 09:49 PM
071 km S 35° W of Hinoba-an (Negros Occidental),9.03,122.13,3.1,28 Apr 2016 - 05:17 PM
071 km N 37° E of San Policarpo (Eastern Samar),12.69,125.9,3.8,28 Apr 2016 - 04:25 PM
052 km S 56° E of Governor Generoso (Davao Oriental),6.39,126.47,3.2,28 Apr 2016 - 11:22 AM
018 km S 22° E of Santa Catalina (Negros Oriental),9.18,122.92,2.7,28 Apr 2016 - 04:42 AM
122 km S 48° W of Hinoba-an (Negros Occidental),8.83,121.67,3.1,28 Apr 2016 - 03:49 AM
016 km N 03° W of Sanchez-mira (Cagayan),18.71,121.23,2.9,28 Apr 2016 - 01:35 AM
039 km N 16° E of Liloy (Zamboanga del Norte),8.46,122.77,2.1,28 Apr 2016 - 01:21 AM
054 km S 39° E of Basco (Batanes),20.08,122.3,3.2,28 Apr 2016 - 12:49 AM
011 km N 24° W of Burgos (Surigao del Norte),10.11,126.03,2.7,28 Apr 2016 - 12:27 AM
149 km N 37° E of Paracale (Camarines Norte),15.36,123.62,2.5,27 Apr 2016 - 11:39 PM
088 km S 80° W of Itbayat (Batanes),20.65,121.01,4.6,27 Apr 2016 - 10:53 PM
005 km S 23° W of Tandag (Surigao Del Sur),9.04,126.18,2.3,27 Apr 2016 - 10:14 PM
010 km S 87° W of Iba (Zambales),15.33,119.88,2.5,27 Apr 2016 - 07:46 PM
044 km N 27° E of Burgos (Surigao Del Norte),10.38,126.25,3.1,27 Apr 2016 - 06:10 PM
010 km S 71° W of Oslob (Cebu),9.49,123.34,2.7,27 Apr 2016 - 12:30 PM
012 km N 45° E of Carasi (Ilocos Norte),18.28,120.95,3.3,27 Apr 2016 - 10:48 AM
060 km S 67° W of Santa Catalina (Ilocos Sur),17.37,119.84,3,27 Apr 2016 - 07:23 AM
028 km N 82° E of Loreto (Dinagat),10.4,125.83,2.4,27 Apr 2016 - 06:25 AM
026 km N 19° E of Burgos (Surigao Del Norte),10.25,126.15,2.6,27 Apr 2016 - 06:04 AM
180 km N 77° E of Lingig (Surigao Del Sur),8.42,128,2.8,27 Apr 2016 - 01:29 AM
296 km S 43° E of Sarangani (Davao Occidental),3.49,127.31,4.5,27 Apr 2016 - 12:12 AM
015 km S 79° W of Bolinao (Pangasinan),16.36,119.76,2.5,26 Apr 2016 - 09:54 PM
010 km S 57° W of Bolinao (Pangasinan),16.34,119.81,2.7,26 Apr 2016 - 09:03 PM
002 km S 55° W of Bolinao (Pangasinan),16.38,119.87,2.3,26 Apr 2016 - 08:43 PM
056 km N 85° W of Bolinao (Pangasinan),16.44,119.37,3.4,26 Apr 2016 - 07:48 PM
008 km N 72° W of Bolinao (Pangasinan),16.41,119.82,2.8,26 Apr 2016 - 04:44 PM
039 km N 33° E of Burgos (Surigao Del Norte),10.32,126.27,3.5,26 Apr 2016 - 03:30 PM
024 km N 72° W of Manticao (Misamis Oriental),8:48,124.08,2.7,26 Apr 2016 - 12:23 PM
056 km N 35° E of Burgos (Surigao Del Norte),10.43,126.36,4.4,26 Apr 2016 - 09:51 AM
069 km N 80° W of Itbayat (Batanes),20.9,121.19,5.3,26 Apr 2016 - 02:13 AM
026 km S 35° W of Siaton (Negros Oriental),8.88,122.9,2.7,26 Apr 2016 - 01:18 AM
010 km N 42° E of Pantukan (Compostela Valley),7.23,125.83,3.1,26 Apr 2016 - 12:19 AM
073 km N 71° E of General Luna (Surigao Del Norte),9.99,126.78,3.8,25 Apr 2016 - 09:14 PM
011 km S 35° W of Bani (Pangasinan),16.1,119.8,2.4,25 Apr 2016 - 06:26 PM
034 km N 25° E of Bongabong (Oriental Mindoro),13.04,121.34,2.5,25 Apr 2016 - 05:53 PM
023 km N 06° E of Remedios Romualdez (Agusan Del Norte),9.26,125.56,2.1,25 Apr 2016 - 12:08 PM
036 km N 10° W of Pambujan (Northern Samar),12.88,124.87,2.8,25 Apr 2016 - 01:04 AM
011 km N 33° E of Carrascal (Surigao del Sur),9.45,126,2.4,24 Apr 2016 - 11:32 PM
019 km S 12° E of Palanan (Isabela),16.89,122.47,2.1,24 Apr 2016 - 10:25 PM
067 km S 51° W of San Antonio (Zambales),14.57,119.6,2.7,24 Apr 2016 - 08:41 PM
012 km N 08° W of Aroroy (Masbate),12.62,123.39,3.2,24 Apr 2016 - 07:38 AM
044 km S 83° W of Candon City (Ilocos Sur),17.14,120.04,2.5,24 Apr 2016 - 02:16 AM
023 km S 76° W of Sinait (Ilocos Sur),17.82,120.25,3.3,24 Apr 2016 - 01:47 AM
082 km S 68° W of Sabtang (Batanes),20.07,121.14,2.9,24 Apr 2016 - 01:25 AM
042 km N 41° W of Calatagan (Batangas),14.12,120.38,2.3,23 Apr 2016 - 08:49 PM
015 km N 34° E of Cortes (Surigao Del Sur),9.39,126.27,2.8,23 Apr 2016 - 08:49 PM
034 km N 38° W of Calatagan (Batangas),14.08,120.44,2,23 Apr 2016 - 06:29 PM
007 km S 60° W of Alimodian (Ilo-ilo),10.79,122.38,3.5,23 Apr 2016 - 03:20 PM
019 km N 32° E of Sogod (Southern Leyte),10.53,125.07,2.8,23 Apr 2016 - 02:15 AM
002 km N 20° W of Rosales(Pangasinan),15.91,120.63,2.2,22 Apr 2016 - 07:43 PM
018 km N 69° E of Pantukan (Compostela Valley),7.22,126.05,2.6,22 Apr 2016 - 04:58 PM
016 km N 65° W of Calatagan (Batangas),13.89,120.5,2.7,22 Apr 2016 - 12:41 PM
023 km S 22° W of Basay (Negros Oriental),9.22,122.56,2.6,22 Apr 2016 - 08:16 AM
032 km S 70° W of Paluan (Occidental Mindoro),13.32,120.19,3.4,22 Apr 2016 - 06:10 AM
008 km S 33° E of Mabini (Batangas),13.69,120.98,2.5,22 Apr 2016 - 06:03 AM
004 km N 39° E of Mabini (Batangas),13.78,120.97,2.9,22 Apr 2016 - 04:01 AM
002 km N 84° W of Mabini (Batangas),13.74,120.92,2.2,22 Apr 2016 - 03:52 AM
017 km S 69° E of Sinait (Ilocos Sur),17.81,120.61,2.3,22 Apr 2016 - 02:41 AM
026 km N 52° E of Bayabas (Surigao del Sur),9.12,126.47,2.8,21 Apr 2016 - 09:24 PM
005 km N 15° E of Nasugbu (Batangas),14.13,120.64,2.3,21 Apr 2016 - 07:50 PM
002 km N 44° W of Bayabas (Surigao Del Sur),8.99,126.27,3.1,21 Apr 2016 - 10:38 AM
009 km S 06° W of Ilog (Negros Occidental),9.95,122.76,2.2,21 Apr 2016 - 03:56 AM
026 km S 48° E of General Luna (Surigao del Norte),9.62,126.34,2.7,21 Apr 2016 - 01:26 AM
084 km S 78° E of Calayan (Cagayan),19.44,122.25,3.1,21 Apr 2016 - 12:24 AM
150 km S 78° E of Sarangani (Davao Occidental),5.16,126.79,4.8,21 Apr 2016 - 12:03 AM
014 km N 33° E of Bayabas (Surigao del Sur),9.08,126.35,3.2,20 Apr 2016 - 11:24 PM
024 km S 27° E of Tabina (Zamboanga del Sur),7.26,123.51,3.8,20 Apr 2016 - 08:07 PM
004 km N 52° W of San Francisco (Southern Leyte),10.15,125.18,2.4,20 Apr 2016 - 06:52 PM
020 km S 37° E of Sipalay (Negros Occidental),9.62,122.52,2.4,20 Apr 2016 - 06:50 PM
041 km N 83° W of Lian (Batangas),14.09,120.28,2.1,20 Apr 2016 - 07:56 AM
012 km S 57° W of Candelaria (Zambales),15.57,119.84,2.6,20 Apr 2016 - 07:39 AM
033 km S 80° W of Infanta (Pangasinan),15.78,119.6,2.9,20 Apr 2016 - 06:24 AM
005 km S 29° E of Candelaria (Zambales),15.59,119.95,2.1,20 Apr 2016 - 02:33 AM
020 km N 01° W of Cateel (Davao Oriental),7.97,126.45,5,20 Apr 2016 - 01:17 AM
026 km S 75° W of Mamburao (Occidental Mindoro),13.17,120.36,3.6,19 Apr 2016 - 06:47 AM
025 km N 08° E of Mauban (Quezon),14.42,121.76,3.3,18 Apr 2016 - 09:36 PM
031 km S 28° W of Basay (Negros Oriental),9.16,122.51,3.1,18 Apr 2016 - 03:47 PM
010 km N 31° W of Danao(Bohol),10.03,124.17,2.7,18 Apr 2016 - 02:11 PM
017 km N 81° E of Barobo (Surigao del Sur),8.55,126.27,3.5,18 Apr 2016 - 02:21 AM
008 km N 49° W of Guiuan (Eastern Samar),11.08,125.67,2.8,18 Apr 2016 - 01:52 AM
019 km S 28° W of Mayantoc (Tarlac),15.47,120.31,2.1,17 Apr 2016 - 08:24 PM
007 km N 40° W of Agoncillo (Batangas),13.98,120.9,2.3,17 Apr 2016 - 07:43 PM
005 km S 37° E of Malitbog (Southern Leyte),10.12,125.03,2.8,17 Apr 2016 - 02:53 AM
048 km S 27° E of Tarragona (Davao Oriental),6.66,126.64,3.3,16 Apr 2016 - 11:02 PM
060 km S 40° E of Manay (Davao Oriental),6.8,126.89,3.2,16 Apr 2016 - 09:33 PM
027 km N 58° W of Candon City (Ilocos Sur),17.32,120.24,2.5,16 Apr 2016 - 07:37 PM
013 km N 22° E of Sagada (Mountain Province),17.2,120.93,2.6,16 Apr 2016 - 07:15 AM
007 km N 54° W of Calatagan (Batangas),13.87,120.58,2.4,15 Apr 2016 - 03:58 PM
010 km N 73° W of Pintuyan (Southern Leyte),9.97,125.16,3.8,15 Apr 2016 - 01:57 PM
038 km S 66° W of Santa Catalina (Ilocos Sur),17.45,120.03,2.2,15 Apr 2016 - 10:22 AM
024 km N 61° E of Cagwait (Surigao del Sur),9.02,126.49,3.1,15 Apr 2016 - 05:48 AM
002 km N 26° E of Dagohoy (Bohol),9.91,124.28,2.4,15 Apr 2016 - 04:39 AM
128 km S 60° E of Governor Generoso (Davao Oriental),6.07,127.07,3.1,15 Apr 2016 - 04:27 AM
023 km S 73° W of Baliguian (Zamboanga Del Norte),7.75,121.95,3.2,15 Apr 2016 - 02:46 AM
027 km S 53° W of Baliguian (Zamboanga Del Norte),7.67,121.95,2.9,15 Apr 2016 - 02:27 AM
018 km N 76° W of Baliguian (Zamboanga Del Norte),7.75,121.97,3.9,14 Apr 2016 - 11:23 PM
003 km S 86° W of San Isidro (Surigao del Norte),9.93,126.06,3,14 Apr 2016 - 10:08 PM
033 km N 81° E of Don Marcelino (Davao Occidental),6.24,125.99,3.3,14 Apr 2016 - 08:18 PM
008 km S 56° E of Banaybanay (Davao Oriental),6.92,126.07,2,14 Apr 2016 - 06:12 PM
005 km N 26° W of Limasawa (Southern Leyte),9.96,125.05,2.4,14 Apr 2016 - 05:29 PM
006 km S 60° E of Pintuyan (Southern Leyte),10.03,125.21,3.5,14 Apr 2016 - 04:25 PM
020 km N 83° W of Baliguian (Zamboanga Del Norte),7.83,121.96,6,14 Apr 2016 - 02:21 AM
017 km N 70° E of Bolinao (Pangasinan),16.44,120.04,2.6,14 Apr 2016 - 01:51 AM
028 km S 84° E of Governor Generoso (Davao Oriental),6.63,126.32,3.5,13 Apr 2016 - 10:41 PM
072 km S 51° W of San Antonio (Zambales),14.54,119.57,4.2,13 Apr 2016 - 09:41 PM
008 km S 81° W of Camalaniugan (Cagayan),18.27,121.6,3.8,13 Apr 2016 - 08:18 PM
036 km N 02° E of Bolinao (Pangasinan),16.71,119.88,3.6,13 Apr 2016 - 11:03 AM
038 km S 39° E of Governor Generoso (Davao Oriental),6.38,126.3,3.1,13 Apr 2016 - 02:21 AM
014 km N 57° E of Cantillan (Surigao del Sur),9.41,126.08,2.8,13 Apr 2016 - 01:59 AM
020 km N 38° E of Alcoy (Cebu),9.86,123.62,2.9,13 Apr 2016 - 01:27 AM
003 km  00° East of Sual (Pangasinan),16.07,120.12,2.6,13 Apr 2016 - 12:09 AM
006 km N 34° W of Paluan (Occidental Mindoro),13.46,120.44,2.5,12 Apr 2016 - 07:56 PM
005 km N 73° E of Lobo (Batangas),13.66,121.25,2.2,12 Apr 2016 - 11:03 AM
014 km S 55° W of San Luis (Batangas),13.78,120.81,2.2,12 Apr 2016 - 08:58 AM
025 km S 63° W of Agno (Pangasinan),16.02,119.59,2.5,12 Apr 2016 - 02:47 AM
057 km S 80° E of Governor Generoso (Davao Oriental),6.56,126.59,2.8,12 Apr 2016 - 01:48 AM
002 km S 28° E of Lupi (Camarines Sur),13.78,122.92,2.3,12 Apr 2016 - 01:16 AM
038 km S 83° E of Cortes (Surigao Del Sur),9.24,126.53,3.3,11 Apr 2016 - 02:22 PM
049 km N 55° W of Currimao (Ilocos Norte),18.28,120.1,2.7,11 Apr 2016 - 09:02 AM
031 km N 55° W of Luna (La Union),17.01,120.14,2.7,11 Apr 2016 - 06:53 AM
047 km N 12° W of Bolinao (Pangasinan),16.8,119.8,2.7,11 Apr 2016 - 06:15 AM
021 km N 88° E of San Fernando (La Union),16.63,120.51,2.5,11 Apr 2016 - 05:11 AM
